"year","station_name","station_long","station_lat","high","low","total_rainfall"
1990,"Manston",1.33716,51.34597,24.3,2.5,501.8
1990,"Nairn",-3.82097,57.593,18.8,1.6,794.6
1990,"Newton Rigg",-2.78644,54.6699,20.8,0.6,1106.3
1990,"Oxford",-1.2625,51.76073,24.7,1.7,473
1990,"Paisley",-4.42966,55.8455,20,1.3,1532.6
1990,"Ross-on-Wye",-2.58441,51.91075,24,1.8,658.5
1990,"Shawbury",-2.66329,52.79433,23.4,0.9,602.8
1990,"Sheffield",-1.48986,53.38101,23.1,2.6,763
1990,"Stornoway Airport",-6.31772,58.21382,16.7,2,1543.5
1990,"Sutton Bonington",-1.25,52.8331,24.1,1.8,520.6
1990,"Tiree",-6.8796,56.49999,16.5,3.1,1519.1
1990,"Valley",-4.53524,53.25238,20.6,3.4,778.8
1990,"Waddington",-0.52173,53.17509,24,1.9,460.9
1990,"Whitby",-0.62411,54.48073,21.2,3,501.7
1990,"Wick Airport",-3.0884,58.45406,17.1,1.8,834.2
1990,"Yeovilton",-2.64148,51.00586,23.8,1,614.3
1991,"Aberporth",-4.56999,52.13914,19.5,-0.1,769.5
1991,"Armagh",-6.64866,54.35234,20.1,-0.3,679.7
1991,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1239.8
1991,"Bradford",-1.77234,53.81341,21.2,-1.9,810.2
1991,"Braemar",-3.39635,57.00612,19.2,-2.9,891
1991,"Camborne",-5.32656,50.21782,19.2,1.6,1035.4
1991,"Cambridge NIAB",0.10196,52.24501,23.7,-1.8,450.3
1991,"Cardiff Bute Park",-3.18728,51.48783,22.2,-0.8,998.8
1991,"Dunstaffnage",-5.43859,56.45054,19.7,0.4,1657.8
1991,"Durham",-1.58455,54.76786,21.3,-0.9,532.8
1991,"Eastbourne",0.28543,50.76167,21.1,0.3,782.3
1991,"Eskdalemuir",-3.206,55.311,19,-2.4,1647.1
1991,"Heathrow",-0.44904,51.47872,24.1,-1.3,533.2
1991,"Hurn",-1.83483,50.7789,22.8,-2.5,735
1991,"Lerwick",-1.18299,60.13946,15.7,1,1197.7
1991,"Leuchars",-2.86051,56.37745,20.6,-1.6,609.3
1991,"Lowestoft",1.72679,52.48323,22.5,-0.5,385.4
1991,"Manston",1.33716,51.34597,22.8,-1,486.9
1991,"Nairn",-3.82097,57.593,19.7,-1,501.8
1991,"Newton Rigg",-2.78644,54.6699,21.3,-1.8,999
1991,"Oxford",-1.2625,51.76073,23.2,-1.6,526.8
1991,"Paisley",-4.42966,55.8455,20.8,-0.3,1224.6
1991,"Ross-on-Wye",-2.58441,51.91075,22.8,-1.4,677
1991,"Shawbury",-2.66329,52.79433,21.7,-2.4,517.7
1991,"Sheffield",-1.48986,53.38101,22.2,-0.3,666.7
1991,"Stornoway Airport",-6.31772,58.21382,17.3,1.1,1072.8
1991,"Sutton Bonington",-1.25,52.8331,22.7,-1.3,471.7
1991,"Tiree",-6.8796,56.49999,18.1,1.6,1281.7
1991,"Valley",-4.53524,53.25238,19.8,0.4,622.9
1991,"Waddington",-0.52173,53.17509,22.9,-1,411.6
1991,"Whitby",-0.62411,54.48073,20.5,0.1,404.1
1991,"Wick Airport",-3.0884,58.45406,17.8,0.5,721.4
1991,"Yeovilton",-2.64148,51.00586,22.2,-3,692.2
1992,"Aberporth",-4.56999,52.13914,17.8,2.1,913.5
1992,"Armagh",-6.64866,54.35234,19.5,0.9,836.7
1992,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1238.6
1992,"Bradford",-1.77234,53.81341,19.7,0.6,830.9
1992,"Braemar",-3.39635,57.00612,18.6,-2.4,869
1992,"Camborne",-5.32656,50.21782,19,3.2,981.6
1992,"Cambridge NIAB",0.10196,52.24501,21.8,0.5,660.8
1992,"Cardiff Bute Park",-3.18728,51.48783,22.3,1.8,1056.6
1992,"Dunstaffnage",-5.43859,56.45054,17.8,2.3,2106.6
1992,"Durham",-1.58455,54.76786,19.7,0,640.8
1992,"Eastbourne",0.28543,50.76167,20.2,3.2,811.8
1992,"Eskdalemuir",-3.206,55.311,18.4,-1.5,1957.8
1992,"Heathrow",-0.44904,51.47872,22.5,1.6,649.4
1992,"Hurn",-1.83483,50.7789,21.4,0.2,782
1992,"Lerwick",-1.18299,60.13946,14.7,1.8,1273.6
1992,"Leuchars",-2.86051,56.37745,19.1,-0.7,698.5
1992,"Lowestoft",1.72679,52.48323,21.1,1.9,637.1
1992,"Manston",1.33716,51.34597,21.5,1.7,578.7
1992,"Nairn",-3.82097,57.593,17.7,0.1,610.3
1992,"Newton Rigg",-2.78644,54.6699,20.7,-0.4,926
1992,"Oxford",-1.2625,51.76073,21.4,1.3,795.6
1992,"Paisley",-4.42966,55.8455,19.7,1.1,1394.1
1992,"Ross-on-Wye",-2.58441,51.91075,22.4,1.4,718.8
1992,"Shawbury",-2.66329,52.79433,20.1,-0.5,768.1
1992,"Sheffield",-1.48986,53.38101,20.5,1,824.5
1992,"Stornoway Airport",-6.31772,58.21382,15.9,2.2,1447.2
1992,"Sutton Bonington",-1.25,52.8331,21.5,0.5,673.5
1992,"Tiree",-6.8796,56.49999,16.2,4,1443.5
1992,"Valley",-4.53524,53.25238,19.2,2.7,872.4
1992,"Waddington",-0.52173,53.17509,20.8,0.2,637.2
1992,"Whitby",-0.62411,54.48073,19,1.4,581.6
1992,"Wick Airport",-3.0884,58.45406,15.7,0.6,884.2
1992,"Yeovilton",-2.64148,51.00586,21.6,0.7,722.1
1993,"Aberporth",-4.56999,52.13914,16.6,3.1,987.2
1993,"Armagh",-6.64866,54.35234,17.6,2.3,885.2
1993,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1320.8
1993,"Bradford",-1.77234,53.81341,18.5,1.2,951.9
1993,"Braemar",-3.39635,57.00612,15.9,-2.4,969.1
1993,"Camborne",-5.32656,50.21782,18,5.3,1376.8
1993,"Cambridge NIAB",0.10196,52.24501,20.5,2.1,675.1
1993,"Cardiff Bute Park",-3.18728,51.48783,20.6,2.8,1140.8
1993,"Dunstaffnage",-5.43859,56.45054,16.5,1.6,1514.3
1993,"Durham",-1.58455,54.76786,18.6,0.7,749.7
1993,"Eastbourne",0.28543,50.76167,19.4,3.4,883.8
1993,"Eskdalemuir",-3.206,55.311,16.1,-0.9,1669.8
1993,"Heathrow",-0.44904,51.47872,21.8,2.4,613.9
1993,"Hurn",-1.83483,50.7789,20.8,0.3,1037.8
1993,"Lerwick",-1.18299,60.13946,12.8,0.6,1119.2
1993,"Leuchars",-2.86051,56.37745,18.5,-0.4,823.6
1993,"Lowestoft",1.72679,52.48323,NA,2.5,780.8
1993,"Manston",1.33716,51.34597,20.8,1.9,629.9
1993,"Nairn",-3.82097,57.593,16.7,-0.7,616
1993,"Newton Rigg",-2.78644,54.6699,18.3,0,996.3
1993,"Oxford",-1.2625,51.76073,20.8,2.4,723.6
1993,"Paisley",-4.42966,55.8455,18,1.1,1255
1993,"Ross-on-Wye",-2.58441,51.91075,20.9,2.1,749
1993,"Shawbury",-2.66329,52.79433,19.4,0.6,725.3
1993,"Sheffield",-1.48986,53.38101,19.4,2.2,913.8
1993,"Stornoway Airport",-6.31772,58.21382,14.6,1.5,1118.1
1993,"Sutton Bonington",-1.25,52.8331,19.9,2.3,693.2
1993,"Tiree",-6.8796,56.49999,15,2.8,1274.5
1993,"Valley",-4.53524,53.25238,17.5,3.5,805.3
1993,"Waddington",-0.52173,53.17509,19.4,1.9,654.8
1993,"Whitby",-0.62411,54.48073,18.3,2.6,587.2
1993,"Wick Airport",-3.0884,58.45406,14.5,-0.3,707.7
1993,"Yeovilton",-2.64148,51.00586,20.6,1.8,765.8
1994,"Aberporth",-4.56999,52.13914,18.8,1.7,1051
1994,"Armagh",-6.64866,54.35234,19.5,0.1,818
1994,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1217.8
1994,"Bradford",-1.77234,53.81341,22.1,-0.6,966.6
1994,"Braemar",-3.39635,57.00612,18.7,-2.4,904
1994,"Camborne",-5.32656,50.21782,19.2,4,1154.8
1994,"Cambridge NIAB",0.10196,52.24501,25.8,0,547.8
1994,"Cardiff Bute Park",-3.18728,51.48783,23.1,1.3,1366.5
1994,"Dunstaffnage",-5.43859,56.45054,18.4,1.2,1877.8
1994,"Durham",-1.58455,54.76786,21.3,-1.3,611.6
1994,"Eastbourne",0.28543,50.76167,22,2.9,975.3
1994,"Eskdalemuir",-3.206,55.311,18.6,-1.7,1836.5
1994,"Heathrow",-0.44904,51.47872,26.2,1.2,630.8
1994,"Hurn",-1.83483,50.7789,23.9,0.2,954.3
1994,"Lerwick",-1.18299,60.13946,15.1,0.4,1456.8
1994,"Leuchars",-2.86051,56.37745,19.3,-0.6,515.7
1994,"Lowestoft",1.72679,52.48323,22.3,0.9,561.7
1994,"Manston",1.33716,51.34597,24.1,0.9,570.4
1994,"Nairn",-3.82097,57.593,19.5,-1.2,663.5
1994,"Newton Rigg",-2.78644,54.6699,20.2,-1.1,1167.5
1994,"Oxford",-1.2625,51.76073,24.8,1.3,703.5
1994,"Paisley",-4.42966,55.8455,20,0.5,1423.9
1994,"Ross-on-Wye",-2.58441,51.91075,24.2,0.7,750.2
1994,"Shawbury",-2.66329,52.79433,22.9,-0.4,678.5
1994,"Sheffield",-1.48986,53.38101,23.3,-0.6,905.1
1994,"Stornoway Airport",-6.31772,58.21382,16.4,1.8,1287.8
1994,"Sutton Bonington",-1.25,52.8331,24.3,0,653.5
1994,"Tiree",-6.8796,56.49999,16.6,2.3,1350.8
1994,"Valley",-4.53524,53.25238,19,2,908.1
1994,"Waddington",-0.52173,53.17509,24.1,-0.7,615.1
1994,"Whitby",-0.62411,54.48073,20.2,0.6,555.3
1994,"Wick Airport",-3.0884,58.45406,16.2,0.8,701.4
1994,"Yeovilton",-2.64148,51.00586,23.4,0.6,819.7
1995,"Aberporth",-4.56999,52.13914,22.4,1.8,828.8
1995,"Armagh",-6.64866,54.35234,23.8,1,779.1
1995,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1206.4
1995,"Bradford",-1.77234,53.81341,23.3,0.1,646.9
1995,"Braemar",-3.39635,57.00612,22.1,-5.2,970.1
1995,"Camborne",-5.32656,50.21782,22.5,4.1,906.9
1995,"Cambridge NIAB",0.10196,52.24501,25.8,-0.4,496.1
1995,"Cardiff Bute Park",-3.18728,51.48783,26,1,1064.8
1995,"Dunstaffnage",-5.43859,56.45054,NA,NA,1502.6
1995,"Durham",-1.58455,54.76786,23.1,-0.9,605.5
1995,"Eastbourne",0.28543,50.76167,23.5,2.4,651.4
1995,"Eskdalemuir",-3.206,55.311,21.5,-3,1582.6
1995,"Heathrow",-0.44904,51.47872,27,1,539.2
1995,"Hurn",-1.83483,50.7789,26.9,0.6,837.7
1995,"Lerwick",-1.18299,60.13946,15.1,0.2,1280.1
1995,"Leuchars",-2.86051,56.37745,21.3,-0.9,682.8
1995,"Lowestoft",1.72679,52.48323,22.6,1.3,540.2
1995,"Manston",1.33716,51.34597,24.3,1.4,490.2
1995,"Nairn",-3.82097,57.593,20.1,-1.8,634
1995,"Newton Rigg",-2.78644,54.6699,23.5,-1.7,784.4
1995,"Oxford",-1.2625,51.76073,26.4,0.2,683.4
1995,"Paisley",-4.42966,55.8455,22.7,-1.1,1241.2
1995,"Ross-on-Wye",-2.58441,51.91075,26.7,-0.2,679.5
1995,"Shawbury",-2.66329,52.79433,25.2,-1,601.9
1995,"Sheffield",-1.48986,53.38101,24.4,0.1,667.8
1995,"Stornoway Airport",-6.31772,58.21382,17.9,0.9,1232.8
1995,"Sutton Bonington",-1.25,52.8331,25.3,-0.6,488.4
1995,"Tiree",-6.8796,56.49999,18.4,1.9,1168.8
1995,"Valley",-4.53524,53.25238,23.4,1.5,709.1
1995,"Waddington",-0.52173,53.17509,24.4,-0.1,441.2
1995,"Whitby",-0.62411,54.48073,20.5,0.1,460.9
1995,"Wick Airport",-3.0884,58.45406,18.4,-0.3,828
1995,"Yeovilton",-2.64148,51.00586,26.9,0.4,674.5
1996,"Aberporth",-4.56999,52.13914,17.9,1.1,692.9
1996,"Armagh",-6.64866,54.35234,19.2,-0.4,752
1996,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1159.1
1996,"Bradford",-1.77234,53.81341,20.2,-0.3,795.2
1996,"Braemar",-3.39635,57.00612,18,-3.2,774.4
1996,"Camborne",-5.32656,50.21782,18.6,2.5,987.8
1996,"Cambridge NIAB",0.10196,52.24501,23.2,-1,377.5
1996,"Cardiff Bute Park",-3.18728,51.48783,22.1,0.3,1006.2
1996,"Dunstaffnage",-5.43859,56.45054,NA,NA,1322.4
1996,"Durham",-1.58455,54.76786,20.7,-0.7,520.2
1996,"Eastbourne",0.28543,50.76167,20.4,1.5,642.2
1996,"Eskdalemuir",-3.206,55.311,18.6,-2.1,1545.5
1996,"Heathrow",-0.44904,51.47872,24.2,0.1,420.7
1996,"Hurn",-1.83483,50.7789,22.6,-1.1,731.1
1996,"Lerwick",-1.18299,60.13946,14.7,0.4,992
1996,"Leuchars",-2.86051,56.37745,20,-0.4,606
1996,"Lowestoft",1.72679,52.48323,20.9,0.3,497.5
1996,"Manston",1.33716,51.34597,21.8,-0.1,426.6
1996,"Nairn",-3.82097,57.593,NA,NA,416.4
1996,"Newton Rigg",-2.78644,54.6699,19.6,-1.1,673.5
1996,"Oxford",-1.2625,51.76073,23.3,-0.1,457.6
1996,"Paisley",-4.42966,55.8455,20.2,0.4,958.8
1996,"Ross-on-Wye",-2.58441,51.91075,23,-0.4,608.7
1996,"Shawbury",-2.66329,52.79433,21.3,-1.7,538.3
1996,"Sheffield",-1.48986,53.38101,21.5,0,747.4
1996,"Stornoway Airport",-6.31772,58.21382,16,1.1,1099.5
1996,"Sutton Bonington",-1.25,52.8331,22.2,-0.5,446.6
1996,"Tiree",-6.8796,56.49999,15.9,1.7,1259.5
1996,"Valley",-4.53524,53.25238,19.1,1,683.5
1996,"Waddington",-0.52173,53.17509,22.1,-0.5,447.9
1996,"Whitby",-0.62411,54.48073,18.9,-0.7,409.4
1996,"Wick Airport",-3.0884,58.45406,16.5,NA,823.3
1996,"Yeovilton",-2.64148,51.00586,22.4,-0.6,561.5
1997,"Aberporth",-4.56999,52.13914,20.2,1,891.6
1997,"Armagh",-6.64866,54.35234,21,2.2,762.5
1997,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1087.7
1997,"Bradford",-1.77234,53.81341,22.1,0.1,779.3
1997,"Braemar",-3.39635,57.00612,20.3,-2.6,812.5
1997,"Camborne",-5.32656,50.21782,20.5,2.1,1067.4
1997,"Cambridge NIAB",0.10196,52.24501,26.3,-1.2,506.9
1997,"Cardiff Bute Park",-3.18728,51.48783,23.3,-0.1,1232.9
1997,"Dunstaffnage",-5.43859,56.45054,NA,NA,1256.9
1997,"Durham",-1.58455,54.76786,22,-0.3,641.6
1997,"Eastbourne",0.28543,50.76167,22.6,0.5,820.9
1997,"Eskdalemuir",-3.206,55.311,20,-1.2,1703
1997,"Heathrow",-0.44904,51.47872,25.8,0.2,444.7
1997,"Hurn",-1.83483,50.7789,23.3,-1,815.4
1997,"Lerwick",-1.18299,60.13946,16.7,1.4,1096.3
1997,"Leuchars",-2.86051,56.37745,20.5,0.1,634.3
1997,"Lowestoft",1.72679,52.48323,22.7,0.8,522.5
1997,"Manston",1.33716,51.34597,25.1,-0.3,492.1
1997,"Nairn",-3.82097,57.593,21,0.1,715.7
1997,"Newton Rigg",-2.78644,54.6699,21,-1.4,797.5
1997,"Oxford",-1.2625,51.76073,24.9,-0.2,599.6
1997,"Paisley",-4.42966,55.8455,21.5,1.3,1056.3
1997,"Ross-on-Wye",-2.58441,51.91075,23.8,-0.2,691.6
1997,"Shawbury",-2.66329,52.79433,23.4,-1.2,624.2
1997,"Sheffield",-1.48986,53.38101,23.3,0.2,784.7
1997,"Stornoway Airport",-6.31772,58.21382,18.7,2,1170.8
1997,"Sutton Bonington",-1.25,52.8331,24.5,-1.4,521.5
1997,"Tiree",-6.8796,56.49999,18.2,2.6,1104.8
1997,"Valley",-4.53524,53.25238,20.6,0.9,712.6
1997,"Waddington",-0.52173,53.17509,24,-0.8,604.7
1997,"Whitby",-0.62411,54.48073,20.3,0.2,523.6
1997,"Wick Airport",-3.0884,58.45406,18.1,0.6,767.6
1997,"Yeovilton",-2.64148,51.00586,23.4,-0.8,681.4
1998,"Aberporth",-4.56999,52.13914,17.9,3.5,970.4
1998,"Armagh",-6.64866,54.35234,19,2.4,850.3
1998,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1401.5
1998,"Bradford",-1.77234,53.81341,19.1,2.1,1042.9
1998,"Braemar",-3.39635,57.00612,16.4,-0.7,1014.5
1998,"Camborne",-5.32656,50.21782,18.8,4.5,1289.3
1998,"Cambridge NIAB",0.10196,52.24501,22.6,2.4,664.7
1998,"Cardiff Bute Park",-3.18728,51.48783,20.9,1.9,1400.7
1998,"Dunstaffnage",-5.43859,56.45054,17.3,2.6,1036
1998,"Durham",-1.58455,54.76786,18.7,1.4,818
1998,"Eastbourne",0.28543,50.76167,21,4.3,859.9
1998,"Eskdalemuir",-3.206,55.311,16.9,0,1959.8
1998,"Heathrow",-0.44904,51.47872,23.5,3.4,685.1
1998,"Hurn",-1.83483,50.7789,22.7,1.6,909.9
1998,"Lerwick",-1.18299,60.13946,13.1,1.9,1436.9
1998,"Leuchars",-2.86051,56.37745,18.3,0.9,737.7
1998,"Lowestoft",1.72679,52.48323,20.5,2.9,716.1
1998,"Manston",1.33716,51.34597,22.5,3,601.5
1998,"Nairn",-3.82097,57.593,NA,NA,514.6
1998,"Newton Rigg",-2.78644,54.6699,17.7,1.5,1023.4
1998,"Oxford",-1.2625,51.76073,22.4,2.2,765.3
1998,"Paisley",-4.42966,55.8455,18.2,2.5,1425.8
1998,"Ross-on-Wye",-2.58441,51.91075,21.7,2.5,781.2
1998,"Shawbury",-2.66329,52.79433,20.2,0.2,682.2
1998,"Sheffield",-1.48986,53.38101,20.1,2.4,925.4
1998,"Stornoway Airport",-6.31772,58.21382,15.7,3.2,1380.4
1998,"Sutton Bonington",-1.25,52.8331,20.9,2.3,747.2
1998,"Tiree",-6.8796,56.49999,15.9,3.9,1346.2
1998,"Valley",-4.53524,53.25238,18.4,4.3,935.5
1998,"Waddington",-0.52173,53.17509,20.7,1.9,630.1
1998,"Whitby",-0.62411,54.48073,NA,3.1,601.1
1998,"Wick Airport",-3.0884,58.45406,NA,NA,1032.5
1998,"Yeovilton",-2.64148,51.00586,21.4,2.2,794.4
1999,"Aberporth",-4.56999,52.13914,19.7,3.8,954.5
1999,"Armagh",-6.64866,54.35234,20.7,1.7,876.5
1999,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1419.8
1999,"Bradford",-1.77234,53.81341,21.5,1.5,971.2
1999,"Braemar",-3.39635,57.00612,19.3,-2.2,968.8
1999,"Camborne",-5.32656,50.21782,19.5,5.3,1059.7
1999,"Cambridge NIAB",0.10196,52.24501,24.5,1.8,624.5
1999,"Cardiff Bute Park",-3.18728,51.48783,23.1,2.2,1372.9
1999,"Dunstaffnage",-5.43859,56.45054,19.1,2,1952.3
1999,"Durham",-1.58455,54.76786,20.8,0.7,624.6
1999,"Eastbourne",0.28543,50.76167,22.1,3.6,819.8
1999,"Eskdalemuir",-3.206,55.311,18.9,-1.2,1824.4
1999,"Heathrow",-0.44904,51.47872,24.9,2.4,662.1
1999,"Hurn",-1.83483,50.7789,24,1.6,919.1
1999,"Lerwick",-1.18299,60.13946,14.4,0.5,1541.5
1999,"Leuchars",-2.86051,56.37745,19.2,-0.2,603.6
1999,"Lowestoft",1.72679,52.48323,21.3,1.6,671.5
1999,"Manston",1.33716,51.34597,22.2,2,569.3
1999,"Nairn",-3.82097,57.593,19.1,0.2,649.4
1999,"Newton Rigg",-2.78644,54.6699,20.4,0.7,1015.8
1999,"Oxford",-1.2625,51.76073,24.2,1.7,736.7
1999,"Paisley",-4.42966,55.8455,20.2,0.9,1453.7
1999,"Ross-on-Wye",-2.58441,51.91075,24,0.6,850.5
1999,"Shawbury",-2.66329,52.79433,22.5,1.1,798.3
1999,"Sheffield",-1.48986,53.38101,22.5,1.9,880.2
1999,"Stornoway Airport",-6.31772,58.21382,16.4,1.3,1547
1999,"Sutton Bonington",-1.25,52.8331,22.9,1.9,720.1
1999,"Tiree",-6.8796,56.49999,17.2,3.2,1413.1
1999,"Valley",-4.53524,53.25238,20,4.5,905.6
1999,"Waddington",-0.52173,53.17509,22.3,1.4,675.5
1999,"Whitby",-0.62411,54.48073,NA,NA,568.7
1999,"Wick Airport",-3.0884,58.45406,16.4,0,869.5
1999,"Yeovilton",-2.64148,51.00586,23.3,2.1,861.1
2000,"Aberporth",-4.56999,52.13914,18.5,3.6,1110.6
2000,"Armagh",-6.64866,54.35234,20.5,2.4,879.4
2000,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1335
2000,"Bradford",-1.77234,53.81341,20.1,2.3,1142.5
2000,"Braemar",-3.39635,57.00612,17.8,-0.4,1165
2000,"Camborne",-5.32656,50.21782,19.7,4.3,1205.2
2000,"Cambridge NIAB",0.10196,52.24501,23.1,1.8,699.3
2000,"Cardiff Bute Park",-3.18728,51.48783,21.9,1.2,1504.2
2000,"Dunstaffnage",-5.43859,56.45054,19.3,3,1744.6
2000,"Durham",-1.58455,54.76786,20.2,1.9,888.2
2000,"Eastbourne",0.28543,50.76167,21.2,3.1,1062.3
2000,"Eskdalemuir",-3.206,55.311,17.7,-0.4,1886.5
2000,"Heathrow",-0.44904,51.47872,23.2,2.4,820.4
2000,"Hurn",-1.83483,50.7789,22.5,0,1192.1
2000,"Lerwick",-1.18299,60.13946,14,1.3,1408.5
2000,"Leuchars",-2.86051,56.37745,19.8,1.5,787.6
2000,"Lowestoft",1.72679,52.48323,21,2.6,721.4
2000,"Manston",1.33716,51.34597,21.9,2.7,796.4
2000,"Nairn",-3.82097,57.593,18.7,1.3,719
2000,"Newton Rigg",-2.78644,54.6699,18.7,1.1,1198.8
2000,"Oxford",-1.2625,51.76073,22.7,2,826.7
2000,"Paisley",-4.42966,55.8455,20.5,2.7,1313.1
2000,"Ross-on-Wye",-2.58441,51.91075,21.9,0.5,998.9
2000,"Shawbury",-2.66329,52.79433,20.6,1.4,865.9
2000,"Sheffield",-1.48986,53.38101,21.2,2.7,1086.9
2000,"Stornoway Airport",-6.31772,58.21382,16.5,2.3,1377.6
2000,"Sutton Bonington",-1.25,52.8331,21.6,1.7,683.2
2000,"Tiree",-6.8796,56.49999,17,3.6,1281.4
2000,"Valley",-4.53524,53.25238,19,4.2,1208.8
2000,"Waddington",-0.52173,53.17509,21.7,1.7,766.3
2000,"Whitby",-0.62411,54.48073,NA,NA,744.4
2000,"Wick Airport",-3.0884,58.45406,16.3,1.1,848.2
2000,"Yeovilton",-2.64148,51.00586,21.8,0.8,935.7
2001,"Aberporth",-4.56999,52.13914,17.9,2.2,899.4
2001,"Armagh",-6.64866,54.35234,19.5,-0.1,646.8
2001,"Ballypatrick Forest",-6.15336,55.18062,NA,NA,1111.9
2001,"Bradford",-1.77234,53.81341,20.6,0.1,783.3
2001,"Braemar",-3.39635,57.00612,17.4,-2.8,831.8
2001,"Camborne",-5.32656,50.21782,19.3,4.2,848.2
2001,"Cambridge NIAB",0.10196,52.24501,23.1,0.4,674.3
2001,"Cardiff Bute Park",-3.18728,51.48783,21.6,1.3,1135
2001,"Dunstaffnage",-5.43859,56.45054,17.9,0.6,1401.2
2001,"Durham",-1.58455,54.76786,20.3,-0.4,637.7
2001,"Eastbourne",0.28543,50.76167,21.2,2.8,925.5
2001,"Eskdalemuir",-3.206,55.311,17.8,-2,1339.4
2001,"Heathrow",-0.44904,51.47872,24.3,1.4,705.3
2001,"Hurn",-1.83483,50.7789,22.3,-0.4,851.8
2001,"Lerwick",-1.18299,60.13946,14.2,-0.1,1134.8
2001,"Leuchars",-2.86051,56.37745,19,-1,629.9
2001,"Lowestoft",1.72679,52.48323,21.5,1.8,797.1
2001,"Manston",1.33716,51.34597,NA,NA,781.4
2001,"Nairn",-3.82097,57.593,18.2,-1.5,591.9
2001,"Newton Rigg",-2.78644,54.6699,20,-2,766.7
2001,"Oxford",-1.2625,51.76073,23.4,0.2,677
2001,"Paisley",-4.42966,55.8455,19.3,0.6,843.2
2001,"Ross-on-Wye",-2.58441,51.91075,22.2,0.3,767.4
2001,"Shawbury",-2.66329,52.79433,21.3,-0.8,620.7
2001,"Sheffield",-1.48986,53.38101,21.4,0.3,764.4
2001,"Stornoway Airport",-6.31772,58.21382,16.8,1,978.1
2001,"Sutton Bonington",-1.25,52.8331,21.9,-0.1,674.7
2001,"Tiree",-6.8796,56.49999,16.6,2.4,981.7
2001,"Valley",-4.53524,53.25238,18.2,2.2,737.8
2001,"Waddington",-0.52173,53.17509,21.7,-0.1,638.3
2001,"Whitby",-0.62411,54.48073,20,0.7,689.9
2001,"Wick Airport",-3.0884,58.45406,16.5,-0.4,872.9
2001,"Yeovilton",-2.64148,51.00586,21.8,-0.5,705.8
2002,"Aberporth",-4.56999,52.13914,17.4,4.1,1052.6
2002,"Armagh",-6.64866,54.35234,19.7,3.1,1070.4
2002,"Ballypatrick Forest",-6.15336,55.18062,17.6,2.6,1589.2
2002,"Bradford",-1.77234,53.81341,20.2,2.3,1084.2
2002,"Braemar",-3.39635,57.00612,18.5,-0.2,1116.4
2002,"Camborne",-5.32656,50.21782,18.1,6.1,1238.2
2002,"Cambridge NIAB",0.10196,52.24501,22.9,2.6,628.2
2002,"Cardiff Bute Park",-3.18728,51.48783,21.7,3.7,1371.3
2002,"Dunstaffnage",-5.43859,56.45054,18.8,3.5,1568.7
2002,"Durham",-1.58455,54.76786,20.5,1.5,735.4
2002,"Eastbourne",0.28543,50.76167,21.6,5,1018
2002,"Eskdalemuir",-3.206,55.311,18.8,0.8,2079.4
2002,"Heathrow",-0.44904,51.47872,23.3,3.5,786.7
2002,"Hurn",-1.83483,50.7789,21.8,3,1056.2
2002,"Lerwick",-1.18299,60.13946,16,1.2,1128
2002,"Leuchars",-2.86051,56.37745,19.1,1,990
2002,"Lowestoft",1.72679,52.48323,NA,NA,509.4
2002,"Manston",1.33716,51.34597,22.2,3.4,662.4
2002,"Nairn",-3.82097,57.593,18.4,1.5,740.7
2002,"Newton Rigg",-2.78644,54.6699,19.8,0.8,1154.3
2002,"Oxford",-1.2625,51.76073,22.8,3.4,813.5
2002,"Paisley",-4.42966,55.8455,20.5,2.5,1345.5
2002,"Ross-on-Wye",-2.58441,51.91075,22.2,2.9,899.8
2002,"Shawbury",-2.66329,52.79433,20.6,1.5,681
2002,"Sheffield",-1.48986,53.38101,21.2,2.5,1050.1
2002,"Stornoway Airport",-6.31772,58.21382,16.4,1.9,1091.4
2002,"Sutton Bonington",-1.25,52.8331,21.8,1.9,763.1
2002,"Tiree",-6.8796,56.49999,16.8,3.9,1276
2002,"Valley",-4.53524,53.25238,18.1,4.5,977.6
2002,"Waddington",-0.52173,53.17509,21.5,2,733.6
2002,"Whitby",-0.62411,54.48073,19.8,2.7,762.1
2002,"Wick Airport",-3.0884,58.45406,16.6,0.4,843.9
2002,"Yeovilton",-2.64148,51.00586,21.3,3.1,956.6
2003,"Aberporth",-4.56999,52.13914,19.7,2.3,708.2
2003,"Armagh",-6.64866,54.35234,21.1,1.2,683.6
2003,"Ballypatrick Forest",-6.15336,55.18062,18.5,2.1,922
2003,"Bradford",-1.77234,53.81341,21.6,0,635.1
2003,"Braemar",-3.39635,57.00612,19.8,-2.8,613.6
2003,"Camborne",-5.32656,50.21782,21,4,910.5
2003,"Cambridge NIAB",0.10196,52.24501,25.3,0.8,471.3
2003,"Cardiff Bute Park",-3.18728,51.48783,24.5,1.9,851.3
